"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","DP01","DP10","DT00","DT32","DX32","DX90","EMNT","EMSN","EMXP","EMXT","PRCP","SNOW","TAVG","TMAX","TMIN"
"US1TXHRR237","WEBSTER 2.8 NNW, TX US","29.572741","-95.127139","7.3","2025-01",,"14","9",,,,,,,"2.17",,"5.63",,,,
"US1TXHRR237","WEBSTER 2.8 NNW, TX US","29.572741","-95.127139","7.3","2025-02",,"6","4",,,,,,,"2.18",,"4.46",,,,
"US1TXHRR237","WEBSTER 2.8 NNW, TX US","29.572741","-95.127139","7.3","2025-03",,"7","6",,,,,,,"1.67",,"2.68",,,,
"US1TXHRR237","WEBSTER 2.8 NNW, TX US","29.572741","-95.127139","7.3","2025-04",,"5","5",,,,,,,"2.39",,"4.20",,,,
"US1TXHRR237","WEBSTER 2.8 NNW, TX US","29.572741","-95.127139","7.3","2025-05",,"8","7",,,,,,,"1.78",,"4.35",,,,
"US1TXHRR237","WEBSTER 2.8 NNW, TX US","29.572741","-95.127139","7.3","2025-06",,"13","12",,,,,,,"2.45",,"9.45",,,,
"US1TXHRR237","WEBSTER 2.8 NNW, TX US","29.572741","-95.127139","7.3","2025-07",,"10","6",,,,,,,"1.15",,"4.36",,,,
"US1TXHRR237","WEBSTER 2.8 NNW, TX US","29.572741","-95.127139","7.3","2025-08",,"8","8",,,,,,,"2.80",,"7.42",,,,
"US1TXHRR237","WEBSTER 2.8 NNW, TX US","29.572741","-95.127139","7.3","2025-09",,"8","5",,,,,,,"0.87",,"2.60",,,,
"US1TXHRR237","WEBSTER 2.8 NNW, TX US","29.572741","-95.127139","7.3","2025-10",,"6","5",,,,,,,"1.47",,"4.35",,,,
"US1TXHRR237","WEBSTER 2.8 NNW, TX US","29.572741","-95.127139","7.3","2025-11",,"1","1",,,,,,"0.0","2.32",,"2.32","0.0",,,
"US1TXHRR237","WEBSTER 2.8 NNW, TX US","29.572741","-95.127139","7.3","2025-12",,"4","3",,,,,,,"0.68",,"1.00",,,,
"US1TXHRR237","WEBSTER 2.8 NNW, TX US","29.572741","-95.127139","7.3","2026-01",,"4","3",,,,,,,"0.91",,"2.54",,,,
"US1TXHRR314","HEDWIG VILLAGE 2.0 SW, TX US","29.760006","-95.54421","22.9","2025-01",,"12","7",,,,,,"0.0","3.08",,"7.06","0.0",,,
"US1TXHRR314","HEDWIG VILLAGE 2.0 SW, TX US","29.760006","-95.54421","22.9","2025-02",,"6","3",,,,,,"0.0","2.23",,"4.56","0.0",,,
"US1TXHRR314","HEDWIG VILLAGE 2.0 SW, TX US","29.760006","-95.54421","22.9","2025-03",,"7","5",,,,,,"0.0","1.06",,"2.01","0.0",,,
"US1TXHRR314","HEDWIG VILLAGE 2.0 SW, TX US","29.760006","-95.54421","22.9","2025-04",,"8","3",,,,,,"0.0","0.57",,"1.51","0.0",,,
"US1TXHRR314","HEDWIG VILLAGE 2.0 SW, TX US","29.760006","-95.54421","22.9","2025-05",,"10","8",,,,,,"0.0","2.00",,"4.64","0.0",,,
"US1TXHRR314","HEDWIG VILLAGE 2.0 SW, TX US","29.760006","-95.54421","22.9","2025-06",,"15","12",,,,,,"0.0","1.51",,"7.98","0.0",,,
"US1TXHRR314","HEDWIG VILLAGE 2.0 SW, TX US","29.760006","-95.54421","22.9","2025-08",,"13","9",,,,,,"0.0","2.80",,"7.10","0.0",,,
"US1TXHRR314","HEDWIG VILLAGE 2.0 SW, TX US","29.760006","-95.54421","22.9","2025-09",,"8","5",,,,,,"0.0","0.70",,"1.80","0.0",,,
"US1TXHRR314","HEDWIG VILLAGE 2.0 SW, TX US","29.760006","-95.54421","22.9","2025-10",,"5","5",,,,,,"0.0","1.92",,"4.60","0.0",,,
"US1TXHRR314","HEDWIG VILLAGE 2.0 SW, TX US","29.760006","-95.54421","22.9","2025-11",,"6","3",,,,,,"0.0","2.50",,"2.87","0.0",,,
"US1TXHRR314","HEDWIG VILLAGE 2.0 SW, TX US","29.760006","-95.54421","22.9","2025-12",,"7","4",,,,,,"0.0","0.88",,"1.83","0.0",,,
"US1TXHRR314","HEDWIG VILLAGE 2.0 SW, TX US","29.760006","-95.54421","22.9","2026-01",,"5","4",,,,,,"0.0","0.77",,"2.04","0.0",,,
"US1TXFB0080","KATY 7.2 SE, TX US","29.71977","-95.74364","35.4","2025-05",,"7","7",,,,,,,"1.57",,"3.28",,,,
"US1TXFB0080","KATY 7.2 SE, TX US","29.71977","-95.74364","35.4","2025-10",,"3","2",,,,,,,"0.81",,"1.48",,,,
"US1TXHRR117","TOMBALL 2.7 ENE, TX US","30.1134853363037","-95.5747985839844","49.7","2025-01",,,,,,,,,,,,"3.38",,,,
"US1TXHRR117","TOMBALL 2.7 ENE, TX US","30.1134853363037","-95.5747985839844","49.7","2025-02",,"8","3",,,,,,,"0.91",,"2.33",,,,
"US1TXHRR117","TOMBALL 2.7 ENE, TX US","30.1134853363037","-95.5747985839844","49.7","2025-03",,,,,,,,,,,,"3.72",,,,
"US1TXHRR117","TOMBALL 2.7 ENE, TX US","30.1134853363037","-95.5747985839844","49.7","2025-04",,"4","4",,,,,,,"1.20",,"3.14",,,,
"US1TXHRR117","TOMBALL 2.7 ENE, TX US","30.1134853363037","-95.5747985839844","49.7","2025-05",,"8","6",,,,,,,"0.66",,"4.68",,,,
"US1TXHRR117","TOMBALL 2.7 ENE, TX US","30.1134853363037","-95.5747985839844","49.7","2025-07",,"7","5",,,,,,,"0.70",,"4.02",,,,
"US1TXHRR117","TOMBALL 2.7 ENE, TX US","30.1134853363037","-95.5747985839844","49.7","2025-08",,"7","3",,,,,,,"1.00",,"2.84",,,,
"US1TXHRR117","TOMBALL 2.7 ENE, TX US","30.1134853363037","-95.5747985839844","49.7","2025-09",,"5","3",,,,,,,"1.92",,"2.90",,,,
"US1TXHRR238","WEBSTER 3.9 NNW, TX US","29.586487","-95.137906","6.4","2025-04",,,,,,,,,,,,"3.75",,,,
"US1TXHRR238","WEBSTER 3.9 NNW, TX US","29.586487","-95.137906","6.4","2025-05",,"7","5",,,,,,,"2.04",,"6.66",,,,
"US1TXHRR238","WEBSTER 3.9 NNW, TX US","29.586487","-95.137906","6.4","2025-06",,"18","7",,,,,,,"2.89",,"6.64",,,,
"US1TXHRR238","WEBSTER 3.9 NNW, TX US","29.586487","-95.137906","6.4","2025-09",,,,,,,,,,,,"2.45",,,,
"US1TXHRR238","WEBSTER 3.9 NNW, TX US","29.586487","-95.137906","6.4","2025-10",,"7","5",,,,,,,"1.51",,"4.05",,,,
"US1TXHRR238","WEBSTER 3.9 NNW, TX US","29.586487","-95.137906","6.4","2025-11",,"1","1",,,,,,"0.0","2.71",,"2.71","0.0",,,
"US1TXHRR238","WEBSTER 3.9 NNW, TX US","29.586487","-95.137906","6.4","2025-12",,"6","2",,,,,,,"0.73",,"1.07",,,,
"US1TXHRR315","SPRING 8.7 W, TX US","30.038247","-95.527276","41.5","2025-03",,,,,,,,,,,,"2.76",,,,
"US1TXHRR315","SPRING 8.7 W, TX US","30.038247","-95.527276","41.5","2025-04",,,,,,,,,,,,"2.87",,,,
"US1TXHRR315","SPRING 8.7 W, TX US","30.038247","-95.527276","41.5","2025-05",,,,,,,,,,,,"6.46",,,,
"US1TXHRR315","SPRING 8.7 W, TX US","30.038247","-95.527276","41.5","2025-06",,,,,,,,,,,,"6.13",,,,
"US1TXHRR315","SPRING 8.7 W, TX US","30.038247","-95.527276","41.5","2025-07",,,,,,,,,,,,"2.83",,,,
"US1TXHRR315","SPRING 8.7 W, TX US","30.038247","-95.527276","41.5","2025-09",,,,,,,,,,,,"1.28",,,,
"US1TXHRR232","HOUSTON 2.1 SSW, TX US","29.739753","-95.397682","15.5","2025-01",,"15","10",,,,,,,"2.17",,"6.09",,,,
"US1TXHRR232","HOUSTON 2.1 SSW, TX US","29.739753","-95.397682","15.5","2025-02",,"7","3",,,,,,,"1.63",,"3.02",,,,
"US1TXHRR232","HOUSTON 2.1 SSW, TX US","29.739753","-95.397682","15.5","2025-03",,"7","5",,,,,,,"0.79",,"1.60",,,,
"US1TXHRR232","HOUSTON 2.1 SSW, TX US","29.739753","-95.397682","15.5","2025-04",,"4","3",,,,,,"0.0","1.16",,"2.61","0.0",,,
"US1TXHRR232","HOUSTON 2.1 SSW, TX US","29.739753","-95.397682","15.5","2025-05",,"9","7",,,,,,,"2.03",,"5.32",,,,
"US1TXHRR232","HOUSTON 2.1 SSW, TX US","29.739753","-95.397682","15.5","2025-06",,"15","11",,,,,,,"1.38",,"6.71",,,,
"US1TXHRR232","HOUSTON 2.1 SSW, TX US","29.739753","-95.397682","15.5","2025-07",,"9","6",,,,,,,"1.12",,"3.69",,,,
"US1TXHRR232","HOUSTON 2.1 SSW, TX US","29.739753","-95.397682","15.5","2025-08",,"11","5",,,,,,,"1.75",,"3.99",,,,
"US1TXHRR232","HOUSTON 2.1 SSW, TX US","29.739753","-95.397682","15.5","2025-09",,"7","6",,,,,,,"2.46",,"5.73",,,,
"US1TXHRR232","HOUSTON 2.1 SSW, TX US","29.739753","-95.397682","15.5","2025-10",,"3","3",,,,,,"0.0","1.19",,"2.30","0.0",,,
"US1TXHRR232","HOUSTON 2.1 SSW, TX US","29.739753","-95.397682","15.5","2025-11",,"3","2",,,,,,"0.0","2.35",,"2.53","0.0",,,
"US1TXHRR232","HOUSTON 2.1 SSW, TX US","29.739753","-95.397682","15.5","2025-12",,"5","2",,,,,,"0.0","0.60",,"1.18","0.0",,,
"US1TXHRR276","HOUSTON 7.7 W, TX US","29.756392","-95.515073","20.4","2025-01",,"15","9",,,,,,,"2.58",,"6.33",,,,
"US1TXHRR276","HOUSTON 7.7 W, TX US","29.756392","-95.515073","20.4","2025-02",,"6","4",,,,,,,"1.48",,"3.59",,,,
"US1TXHRR276","HOUSTON 7.7 W, TX US","29.756392","-95.515073","20.4","2025-03",,"5","3",,,,,,,"0.92",,"1.59",,,,
"US1TXHRR276","HOUSTON 7.7 W, TX US","29.756392","-95.515073","20.4","2025-04",,"5","3",,,,,,,"0.83",,"1.72",,,,
"US1TXHRR276","HOUSTON 7.7 W, TX US","29.756392","-95.515073","20.4","2025-08",,"12","6",,,,,,,"1.58",,"4.90",,,,
"US1TXHRR276","HOUSTON 7.7 W, TX US","29.756392","-95.515073","20.4","2025-09",,"8","5",,,,,,,"1.29",,"2.30",,,,
"US1TXHRR276","HOUSTON 7.7 W, TX US","29.756392","-95.515073","20.4","2025-10",,"5","5",,,,,,,"1.26",,"3.56",,,,
"US1TXHRR276","HOUSTON 7.7 W, TX US","29.756392","-95.515073","20.4","2025-11",,"6","3",,,,,,,"2.61",,"3.21",,,,
"US1TXHRR276","HOUSTON 7.7 W, TX US","29.756392","-95.515073","20.4","2025-12",,"7","2",,,,,,,"0.89",,"1.89",,,,
"US1TXFB0083","RICHMOND 2.7 ESE, TX US","29.564719","-95.725017","19.5","2025-01",,"18","7",,,,,,,"1.11",,"3.58",,,,
"US1TXFB0083","RICHMOND 2.7 ESE, TX US","29.564719","-95.725017","19.5","2025-02",,"15","4",,,,,,,"1.04",,"2.93",,,,
"US1TXFB0083","RICHMOND 2.7 ESE, TX US","29.564719","-95.725017","19.5","2025-03",,"10","5",,,,,,,"0.86",,"2.34",,,,
"US1TXFB0083","RICHMOND 2.7 ESE, TX US","29.564719","-95.725017","19.5","2025-04",,"6","2",,,,,,,"0.35",,"0.80",,,,
"US1TXFB0083","RICHMOND 2.7 ESE, TX US","29.564719","-95.725017","19.5","2025-05",,"9","5",,,,,,,"1.10",,"3.93",,,,
"US1TXFB0083","RICHMOND 2.7 ESE, TX US","29.564719","-95.725017","19.5","2025-06",,"11","9",,,,,,,"1.16",,"6.33",,,,
"US1TXFB0083","RICHMOND 2.7 ESE, TX US","29.564719","-95.725017","19.5","2025-08",,"12","6",,,,,,,"1.10",,"2.54",,,,
"US1TXFB0083","RICHMOND 2.7 ESE, TX US","29.564719","-95.725017","19.5","2025-11",,"4","2",,,,,,,"1.10",,"1.98",,,,
"US1TXFB0083","RICHMOND 2.7 ESE, TX US","29.564719","-95.725017","19.5","2026-01",,"7","3",,,,,,,"0.96",,"1.45",,,,
"US1TXHRR278","TAYLOR LAKE VILLAGE 3.7 WNW, TX US","29.5955","-95.1117","6.7","2025-02",,"6","2",,,,,,,"1.90",,"4.33",,,,
"US1TXHRR278","TAYLOR LAKE VILLAGE 3.7 WNW, TX US","29.5955","-95.1117","6.7","2025-03",,"9","5",,,,,,,"1.98",,"3.09",,,,
"US1TXHRR278","TAYLOR LAKE VILLAGE 3.7 WNW, TX US","29.5955","-95.1117","6.7","2025-04",,"7","4",,,,,,,"2.51",,"3.63",,,,
"US1TXHRR278","TAYLOR LAKE VILLAGE 3.7 WNW, TX US","29.5955","-95.1117","6.7","2025-06",,"16","9",,,,,,,"2.60",,"7.48",,,,
"US1TXHRR278","TAYLOR LAKE VILLAGE 3.7 WNW, TX US","29.5955","-95.1117","6.7","2025-10",,"7","5",,,,,,,"1.26",,"3.60",,,,
"US1TXHRR278","TAYLOR LAKE VILLAGE 3.7 WNW, TX US","29.5955","-95.1117","6.7","2025-11",,"1","1",,,,,,"0.0","2.61",,"2.61","0.0",,,
"US1TXHRR278","TAYLOR LAKE VILLAGE 3.7 WNW, TX US","29.5955","-95.1117","6.7","2025-12",,"7","3",,,,,,,"0.65",,"1.00",,,,
"US1TXHRR278","TAYLOR LAKE VILLAGE 3.7 WNW, TX US","29.5955","-95.1117","6.7","2026-01",,"6","3",,,,,,,"1.00",,"2.26",,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2025-01",,"11","6",,,,,,,"2.08",,"4.76",,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2025-02",,,,,,,,,,,,"2.72",,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2025-03",,"4","2",,,,,,,"0.56",,"1.01",,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2025-04",,"4","3",,,,,,"0.0","2.02",,"3.11","0.0",,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2025-05",,"7","7",,,,,,,"1.64",,"4.67",,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2025-06",,"6","4",,,,,,,"1.18",,"5.38",,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2025-07",,"8","6",,,,,,,"1.98",,"4.73",,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2025-08",,"12","8",,,,,,,"0.73",,"4.43",,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2025-09",,"7","4",,,,,,,"1.25",,"3.63",,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2025-10",,"3","2",,,,,,,"0.49",,"1.18",,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2025-11",,"1","1",,,,,,"0.0","1.01",,"1.01","0.0",,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2025-12",,"4","3",,,,,,"0.0","1.03",,"2.06","0.0",,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2026-01",,"5","5",,,,,,"0.0","0.80",,"2.16","0.0",,,
"US1TXHRR119","WEST UNIVERSITY PLACE 0.4 WNW, TX US","29.717979","-95.436928","15.8","2025-01",,"15","9",,,,,,,"1.74",,"5.17",,,,
"US1TXHRR119","WEST UNIVERSITY PLACE 0.4 WNW, TX US","29.717979","-95.436928","15.8","2025-02",,"7","3",,,,,,,"1.71",,"3.04",,,,
"US1TXHRR119","WEST UNIVERSITY PLACE 0.4 WNW, TX US","29.717979","-95.436928","15.8","2025-03",,"7","5",,,,,,,"0.53",,"1.43",,,,
"US1TXHRR119","WEST UNIVERSITY PLACE 0.4 WNW, TX US","29.717979","-95.436928","15.8","2025-04",,"5","3",,,,,,,"0.90",,"2.26",,,,
"US1TXHRR317","HILSHIRE VILLAGE 2.7 NNE, TX US","29.823866","-95.464379","21.9","2025-01",,"7","3",,,,,,,"2.30",,"2.90",,,,
"US1TXHRR317","HILSHIRE VILLAGE 2.7 NNE, TX US","29.823866","-95.464379","21.9","2025-02",,"2","1",,,,,,,"0.23",,"0.30",,,,
"US1TXHRR317","HILSHIRE VILLAGE 2.7 NNE, TX US","29.823866","-95.464379","21.9","2025-03",,"4","3",,,,,,,"0.57",,"1.12",,,,
"US1TXHRR317","HILSHIRE VILLAGE 2.7 NNE, TX US","29.823866","-95.464379","21.9","2025-04",,"4","4",,,,,,"0.0","1.20",,"1.88","0.0",,,
"US1TXHRR317","HILSHIRE VILLAGE 2.7 NNE, TX US","29.823866","-95.464379","21.9","2025-05",,"9","7",,,,,,,"2.53",,"5.13",,,,
"US1TXHRR317","HILSHIRE VILLAGE 2.7 NNE, TX US","29.823866","-95.464379","21.9","2025-06",,"14","12",,,,,,,"3.13",,"10.53",,,,
"US1TXHRR317","HILSHIRE VILLAGE 2.7 NNE, TX US","29.823866","-95.464379","21.9","2025-08",,"7","6",,,,,,,"1.14",,"3.73",,,,
"US1TXHRR317","HILSHIRE VILLAGE 2.7 NNE, TX US","29.823866","-95.464379","21.9","2025-09",,"6","5",,,,,,,"0.34",,"1.11",,,,
"US1TXHRR317","HILSHIRE VILLAGE 2.7 NNE, TX US","29.823866","-95.464379","21.9","2025-10",,"3","3",,,,,,,"1.64",,"2.65",,,,
"US1TXHRR317","HILSHIRE VILLAGE 2.7 NNE, TX US","29.823866","-95.464379","21.9","2025-11",,"4","2",,,,,,"0.0","2.37",,"2.83","0.0",,,
"US1TXHRR317","HILSHIRE VILLAGE 2.7 NNE, TX US","29.823866","-95.464379","21.9","2025-12",,"4","2",,,,,,"0.0","0.53",,"1.04","0.0",,,
"USW00012906","HOUSTON ELLINGTON AFB, TX US","29.61667","-95.16667","9.8","2025-01",,,,"0","5","0","0","28",,,"77",,,"51.7","59.4","44.0"
"USW00012906","HOUSTON ELLINGTON AFB, TX US","29.61667","-95.16667","9.8","2025-02",,,,"0","2","0","0","28",,,"82",,,"60.0","68.0","52.1"
"USW00012906","HOUSTON ELLINGTON AFB, TX US","29.61667","-95.16667","9.8","2025-03",,,,"0","0","0","0","43",,,"88",,,"68.8","78.2","59.3"
"USW00012906","HOUSTON ELLINGTON AFB, TX US","29.61667","-95.16667","9.8","2025-04",,,,"0","0","0","0","48",,,"86",,,"73.0","80.3","65.7"
"USW00012906","HOUSTON ELLINGTON AFB, TX US","29.61667","-95.16667","9.8","2025-05",,,,"0","0","0","4","59",,,"91",,,"78.7","85.8","71.5"
"USW00012906","HOUSTON ELLINGTON AFB, TX US","29.61667","-95.16667","9.8","2025-06",,,,"0","0","0","14","70",,,"93",,,"82.8","89.7","76.0"
"USW00012906","HOUSTON ELLINGTON AFB, TX US","29.61667","-95.16667","9.8","2025-07",,,,"0","0","0","22","73",,,"97",,,"84.9","92.2","77.6"
"USW00012906","HOUSTON ELLINGTON AFB, TX US","29.61667","-95.16667","9.8","2025-10",,,,"0","0","0","4","50",,,"91",,,"76.6","85.3","67.9"
"USW00012906","HOUSTON ELLINGTON AFB, TX US","29.61667","-95.16667","9.8","2025-11",,,,"0","0","0","0","41",,,"88",,,"68.6","77.8","59.4"
"USW00012906","HOUSTON ELLINGTON AFB, TX US","29.61667","-95.16667","9.8","2025-12",,,,"0","1","0","0","32",,,"82",,,"60.0","68.2","51.7"
"USW00012906","HOUSTON ELLINGTON AFB, TX US","29.61667","-95.16667","9.8","2026-01",,,,"0","2","0","0","25",,,"84",,,"57.6","66.8","48.4"
"US1TXBRZ045","PEARLAND 3.4 WSW, TX US","29.538225","-95.327694","15.5","2025-01",,"12","9",,,,,,,"2.03",,"5.43",,,,
"US1TXBRZ045","PEARLAND 3.4 WSW, TX US","29.538225","-95.327694","15.5","2025-02",,"5","3",,,,,,"0.0","2.41",,"4.51","0.0",,,
"US1TXBRZ045","PEARLAND 3.4 WSW, TX US","29.538225","-95.327694","15.5","2025-03",,"9","4",,,,,,,"0.61",,"1.59",,,,
"US1TXBRZ045","PEARLAND 3.4 WSW, TX US","29.538225","-95.327694","15.5","2025-04",,"5","4",,,,,,,"2.97",,"4.95",,,,
"US1TXBRZ045","PEARLAND 3.4 WSW, TX US","29.538225","-95.327694","15.5","2025-05",,"8","6",,,,,,,"1.78",,"3.63",,,,
"US1TXBRZ045","PEARLAND 3.4 WSW, TX US","29.538225","-95.327694","15.5","2025-06",,"14","9",,,,,,,"1.99",,"5.49",,,,
"US1TXBRZ045","PEARLAND 3.4 WSW, TX US","29.538225","-95.327694","15.5","2025-07",,"3","2",,,,,,,"0.85",,"2.93",,,,
"US1TXBRZ045","PEARLAND 3.4 WSW, TX US","29.538225","-95.327694","15.5","2025-08",,"8","6",,,,,,,"0.57",,"2.13",,,,
"US1TXBRZ045","PEARLAND 3.4 WSW, TX US","29.538225","-95.327694","15.5","2025-09",,"7","6",,,,,,,"1.45",,"3.18",,,,
"US1TXBRZ045","PEARLAND 3.4 WSW, TX US","29.538225","-95.327694","15.5","2025-10",,"4","1",,,,,,,"0.42",,"1.51",,,,
"US1TXBRZ045","PEARLAND 3.4 WSW, TX US","29.538225","-95.327694","15.5","2025-11",,"3","1",,,,,,"0.0","1.80",,"1.96","0.0",,,
"US1TXFB0005","SUGAR LAND 1.1 WSW, TX US","29.614304","-95.634029","19.5","2025-01",,"17","10",,,,,,,"1.99",,"5.31",,,,
"US1TXFB0005","SUGAR LAND 1.1 WSW, TX US","29.614304","-95.634029","19.5","2025-02",,"7","4",,,,,,,"1.94",,"3.82",,,,
"US1TXFB0005","SUGAR LAND 1.1 WSW, TX US","29.614304","-95.634029","19.5","2025-03",,"8","5",,,,,,,"0.74",,"2.20",,,,
"US1TXFB0005","SUGAR LAND 1.1 WSW, TX US","29.614304","-95.634029","19.5","2025-04",,"6","3",,,,,,,"1.81",,"3.14",,,,
"US1TXFB0005","SUGAR LAND 1.1 WSW, TX US","29.614304","-95.634029","19.5","2025-05",,"9","7",,,,,,,"2.29",,"5.99",,,,
"US1TXFB0005","SUGAR LAND 1.1 WSW, TX US","29.614304","-95.634029","19.5","2025-06",,"16","14",,,,,,,"1.22",,"7.23",,,,
"US1TXFB0005","SUGAR LAND 1.1 WSW, TX US","29.614304","-95.634029","19.5","2025-07",,"10","8",,,,,,,"1.27",,"3.27",,,,
"US1TXFB0005","SUGAR LAND 1.1 WSW, TX US","29.614304","-95.634029","19.5","2025-08",,"20","11",,,,,,,"2.86",,"9.39",,,,
"US1TXFB0005","SUGAR LAND 1.1 WSW, TX US","29.614304","-95.634029","19.5","2025-09",,"10","6",,,,,,,"0.82",,"2.19",,,,
"US1TXFB0005","SUGAR LAND 1.1 WSW, TX US","29.614304","-95.634029","19.5","2025-10",,"5","3",,,,,,"0.0","1.31",,"2.65","0.0",,,
"US1TXFB0005","SUGAR LAND 1.1 WSW, TX US","29.614304","-95.634029","19.5","2025-11",,"5","3",,,,,,"0.0","1.00",,"1.44","0.0",,,
"US1TXFB0005","SUGAR LAND 1.1 WSW, TX US","29.614304","-95.634029","19.5","2025-12",,"8","2",,,,,,,"0.82",,"1.72",,,,
"US1TXFB0005","SUGAR LAND 1.1 WSW, TX US","29.614304","-95.634029","19.5","2026-01",,"7","3",,,,,,,"0.79",,"1.73",,,,
"USC00414333","HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US","29.4718","-95.0832","5.8","2025-01",,"12","8","0","9","0","0","18","2.6","1.73","76","4.15","2.6","48.9","56.8","40.9"
"USC00414333","HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US","29.4718","-95.0832","5.8","2025-02",,"7","5","0","2","0","0","28","0.0","0.72","81","1.58","0.0","60.1","68.3","51.8"
"USC00414333","HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US","29.4718","-95.0832","5.8","2025-03",,"11","4","0","0","0","0","43","0.0","0.59","86","2.04","0.0","67.2","76.5","58.0"
"USC00414333","HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US","29.4718","-95.0832","5.8","2025-04",,"7","5","0","0","0","0","44","0.0","1.49","85","3.54","0.0","72.1","79.5","64.7"
"USC00414333","HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US","29.4718","-95.0832","5.8","2025-05",,"11","8","0","0","0","4","57","0.0","1.68","90","6.04","0.0","77.6","85.0","70.1"
